2758	<sen_neu> See Afro-Latin American, though I would personally merge that artiucle and this one,	Podívejme se na Afro - Latinskou Ameriku , I když bych osobně spojil tuhle a tuhle ,	[0, 0, 1]	ERR
9886	<sen_neg> In addition, we usually leave it up to the user who created a subpage in their userspace to edit it, unlike this.	Kromě toho obvykle necháme na uživateli , který vytvořil podstránku ve svém uživatelském prostoru , aby ji upravoval , na rozdíl od tohoto .	[0, 0, 0]	NOT
6889	<sen_neg> It wasn't a personal attack, And JamesBWatson should also be fired for abuse of his admin privileges!	To nebyl osobní útok , a JamesBWatson by měl být také propuštěn za zneužívání jeho správních privilegií !	[0, 0, 0]	NOT
9175	<sen_pos> THANK YOU! I will treasure it and try to be worthy of it. D	Díky ! Budu ho cenit a snažit se být hoden . D	[0, 0, 0]	NOT
9100	<sen_pos> Dear Wiki Editors. I still have another couple of pages, but go ahead and start digging into it of you like.	Vážení šéfredaktoři Wiki . Pořád mám ještě pár stránek , ale pokračujte a začněte hloubit do toho z vás rád .	[0, 0, 0]	NOT
840	<sen_pos> Thanks Kilbad! There's lots more coming! I've got some derm-related DYK's in preparation here...	Díky , Kilbad ! Je tu ještě spousta dalších ! Mám tady nějaké Derm - související DYK ' s v přípravě . . .	[0, 0, 3]	NOT
9474	<sen_neu> kudos for destroying article, copyright superstar! you really deserve nobel prize for copyright	uznání za zničení článku , autorská práva superstar ! si opravdu zasloužíte Nobelovu cenu za autorská práva	[0, 0, 0]	NOT
2665	<sen_neg> There would still be considered heels, regardless of how the crowd cheered them.	Pořád by se to považovalo za podpatky , bez ohledu na to , jak je dav povzbuzoval .	[1, 0, 1]	ERR
8011	<sen_neg> solely to enforce rules, rather than contribute, and only destroy	pouze k prosazování pravidel , spíše než přispívat , a pouze zničit	[0, 0, 0]	NOT
8871	<sen_neg> That was a very silly incident and a lot of utter tripe has been written about it, but hey, whatever floats your boat.	Byla to velmi hloupá událost a o ní bylo napsáno hodně příšerných zpráv , ale hej , cokoliv plave ve vašem člunu .	[0, 1, 0]	ERR
2122	<sen_neu> And remember that Wikipedia:Help desk is there to help.	A nezapomeňte , že Wikipedia : Help desk je tam , aby pomohl .	[0, 0, 0]	NOT
9776	<sen_pos> I'd nearly vote for on the basis of his name alone - but then I can be a bit skittish at times )	Skoro bych pro něj hlasoval jen na základě jeho jména - ale pak bych mohl být občas trochu šílený )	[0, 0, 0]	NOT
7633	<sen_neu> Yes. We are creating an inference here. There are numerous reasons why participation might change. -	Ano , vytváříme zde závěry . Existuje mnoho důvodů , proč by se účast mohla změnit .	[0, 0, 0]	NOT
3305	<sen_neg> March 2007 Please stop. If you continue to vandalize Wikipedia, you will be blocked from editing.	Prosinec 2007 Prosím přestaňte . Pokud budete pokračovat v vandalizování Wikipedie , budete zablokováni z editace .	[0, 0, 0]	NOT
2052	<sen_neg> Jess: stay out from my site, you retarded pedophile look-alike dipshit	Jess : Drž se stranou od mého webu , ty retardovaný pedofilský pitomáčku .	[0, 1, 0]	ERR
3523	<sen_neu> Thank you alsoplease refrain from changing MY userpages. It is considered vandalism.	Děkujeme takénechte se měnit mé uživatelské stránky . Je to považováno za vandalismus .	[0, 1, 0]	ERR
9445	<sen_neg> You should feel sorry for threatening repercussions on those merely defending themselves against false allegations.	Měl byste litovat , že ohrožujete dopady na ty , kteří se jen brání před falešnými tvrzeními .	[0, 0, 0]	NOT
3741	<sen_neg> I checked wıth an Orthodox Bıshop and he saıd the entıre entry ıs a fraud. He saıd the flag ıs dıstınctly a hıstorıcal Turkısh Flag.	Zkontroloval jsem pravoslavného biskupa a on řekl , že vstup je podvod . Řekl , že vlajka je dıstınctly turecká vlajka .	[0, 0, 0]	NOT
2474	<sen_neu> Yes, and somewhat more details may be included into Nietzsche's social and political views.( )	Ano , a do Nietzscheho sociálních a politických názorů mohou být zahrnuty více podrobností ( ) .	[0, 0, 0]	NOT
1859	<sen_neg> I think Super GM is inappropriate title for Wesley So. Only GMs with rating of 2700 and above are considered Super GM.	Myslím , že Super GM je nevhodný název pro Wesley Tak . Jen GMs s ratingem 2700 a výše jsou považovány za Super GM .	[0, 0, 0]	NOT
5134	<sen_neu> Any ideas? From different comments at various times by various characters, it seems that snow in winter is expected by Springfieldians.	Nějaké nápady ? Z různých komentářů v různých časech různých znaků , zdá se , že sníh v zimě je očekáván Springfieldians .	[1, 1, 1]	ERR
970	<sen_neu> How about stickin me mobile number on that musician's website? :::	Co kdybyste mi naložili mobilní číslo na internetovou stránku toho hudebníka ?	[0, 0, 0]	NOT
6510	<sen_neu> The article needs a lot of tlc, it would be hard to make it worse and probably easy to improve it. Just go for it.	Článek potřebuje hodně tlc , to by bylo těžké , aby to horší a pravděpodobně snadné zlepšit . Jen jít pro to .	[0, 0, 0]	NOT
4962	<sen_neg> Can you please tell me why your destroying my edits.	Můžete mi prosím říct , proč jste mi zničil úpravy .	[0, 0, 0]	NOT
7784	<sen_neu> HI I added the links and the incidents. I think its constructive. please refute the links first, then undo it.	HI Přidal jsem odkazy a incidenty . Myslím , že jeho konstruktivní . Prosím odmítnout odkazy první , pak zrušit .	[0, 0, 0]	NOT
7209	<sen_neu> See also Other time-frequency transforms: * short-time Fourier transform * chirplet transform * fractional Fourier transform	Viz také Ostatní časové frekvenční transformace : * krátká Fourierová transformace * Chirpletová transformace * frakční Fourierová transformace	[0, 0, 0]	NOT
4497	<sen_pos> Hey Baseball Bugs. I just want you to know that I fully support you in your quest. I'm behind you 100 percent.	Hej Baseball Bugsi , chci jen , abyste věděli , že vás plně podporuji ve vašem hledání .	[0, 0, 0]	NOT
7402	<sen_neg> Re: Gustave Whitehead page Don, you admit you never read History by Contract. There is such a thing as documented fact.	Re : Gustave Whitehead page Don , přiznáváte , že jste nikdy nečetl Historie smlouvou . Existuje taková věc , jako je dokumentovaný fakt .	[0, 0, 1]	ERR
5576	<sen_neg> Why are arguments for both POV not allowed, and why are ADMIN actively protecting their own POV and not going for a balanced approach?	Proč nejsou argumenty pro oba POV povoleny , a proč ADMIN aktivně chrání své vlastní POV a nejde za vyváženým přístupem ?	[0, 0, 0]	NOT
9598	<sen_neg> this irishtom guy is turning every article into an ad for islam	ten chlap z Irishtomu přeměňuje každý článek na reklamu pro islám	[0, 0, 0]	NOT
2752	<sen_pos> Oh and plus, thank you for your edits. I will mention you as the co-creator when I talk about the article.	Oh a plus , děkuji za vaše úpravy . Zmíním se o vás jako spolutvůrce , když mluvím o článku .	[0, 0, 0]	NOT
8032	<sen_neg> I am not engaged in an edit war, in Democrat party (phrase), I am following wikipedia guidelines. I object to the accusation.	Nejsem zapojen do editační války , v Demokratické straně ( phrase ) , Jsem v souladu s pokyny wikipedia . Námitky proti obvinění .	[0, 0, 0]	NOT
2655	<sen_neu> REDIRECT Talk:Jane Harley, Countess of Oxford and Countess Mortimer	REDIRECT Talk : Jane Harley , hraběnka z Oxfordu a hraběnka Mortimer	[0, 1, 0]	ERR
5504	<sen_neu> I have a right to free opinion, so let's get that straight.Rocky	Mám právo na svobodný názor , tak to ujasněme . Rocky	[0, 0, 0]	NOT
4750	<sen_neg> You knew that IP is NisarKand's but the other IP wasn't even mine!	Věděl jste , že IP je NisarKandův , ale ten druhý IP nebyl ani můj !	[0, 0, 0]	NOT
3543	<sen_neu> I usually wrote princess and not king's daughter. Is that correct or should I change this? Michelle	Obvykle jsem napsal princeznu a ne královnu dceru . Je to správné , nebo bych to měl změnit ?	[1, 0, 1]	ERR
5961	<sen_pos> Continued reporting- The third article provides some critical dates that can be used. ::	Pokračování v podávání zpráv - Třetí článek poskytuje některé kritické data , které mohou být použity . : :	[0, 0, 0]	NOT
53	<sen_neu> The information on the release date is straight from the band itself, on the band's forum	Informace o datu vydání jsou přímo od samotné kapely , na fóru kapely	[0, 0, 0]	NOT
9369	<sen_neg> Pablo is a fucking troll abusing Wiki for his Communist agenda. He deserves worse than I gave him.	Pablo je zasranej troll , který zneužívá Wiki kvůli své komunistické agendě , zaslouží si horší , než jsem mu dal .	[0, 0, 0]	NOT
1219	<sen_neg> Yes, his tragic flaw is wrath; the killing of his family is what led to his punishment of being assigned the 12 labors.	Ano , jeho tragickým nedostatkem je hněv ; zabíjení jeho rodiny je to , co vedlo k jeho trestu , že mu bylo přiděleno 12 prací .	[0, 0, 1]	ERR
9026	<sen_neg> what is the three major sports in cleveland please send back fast i really need it from stephane from austraila	co jsou tři hlavní sporty v Clevelandu Prosím , pošlete rychle zpět opravdu potřebuji to od stephane z austraila	[1, 1, 1]	ERR
2896	<sen_neg> Hello Granuator, Don't just change the article. Support it by facts. Admins, Please block this user.	Hello Granuator , Neměňte jen článek . Podpořte ho fakty . Správci , Prosím , zablokujte tohoto uživatele .	[0, 0, 0]	NOT
5950	<sen_neu> So we agree that we will add more information to this section before we do anything else with it?	Takže souhlasíme , že do tohoto oddílu přidáme více informací , než s ním uděláme cokoliv jiného ?	[0, 0, 0]	NOT
7251	<sen_neg> Boze Hadleigh, a journalist, interviewer and writer primarily of gossip about homosexuals of Hollywood.	Boze Hadleigh , novinář , interviewér a spisovatel především o homosexuálech z Hollywoodu .	[0, 0, 0]	NOT
3308	<sen_neu> I hope that I have succeeded in successfully uploading images from the Commons, to my article.	Doufám , že se mi podařilo úspěšně nahrát obrázky z Commons do mého článku .	[0, 0, 1]	ERR
7262	<sen_neg> In fact, Allele (band) is a salted title, so there's no way in Hell this template would ever be kept or serve a purpose.	Ve skutečnosti , Allele ( band ) je slaný název , takže neexistuje žádný způsob , aby v pekle tato šablona nikdy nebyla zachována nebo sloužit účelu .	[0, 0, 0]	NOT
9127	<sen_neg> Please stop editing pages as you did to poop. That is considered vandalism and you will be removed.	Prosím , přestaňte upravovat stránky , jako jste udělali poop . To je považováno za vandalismus a budete odstraněni .	[0, 0, 0]	NOT
9953	<sen_pos> REDIRECT Talk:High School for Construction Trades, Engineering and Architecture	REDIRECT Talk : Vysoká škola stavebních profesí , inženýrství a architektury	[0, 0, 0]	NOT
6318	<sen_neu> Fourth, the building was designated as a landmark by the New York City Landmarks Preservation Commission in 1996.	Začtvrté , budova byla v roce 1996 jmenována památkou New York City Landmarks Preservation Commission .	[0, 0, 0]	NOT
7094	<sen_neu> These papers build upon one of Thomasson's books, see	Tyto dokumenty vycházejí z jedné z Thomassonových knih , viz	[0, 0, 0]	NOT
3924	<sen_neg> AND I WAS STILL BLOCKED, HOW COULD I DO PERSONAL INSULTS WHEN I WAS BLOCKED? CHECK YOURSELF BEFORE YOU WRECK YOURSELF.	A pořád jsem byl zablokován , jak bych mohl udělat osobní obtěžování , když jsem byl zablokován ? Zkontrolujte se předtím , než se zkontrolujete .	[1, 1, 1]	ERR
6979	<sen_neg> I do not want to personally attack anyone's user.	Nechci osobně napadnout nikoho z uživatelů .	[0, 0, 0]	NOT
4091	<sen_neg> now that he's blocked me so that I can't respond to his lies	Teď , když mě zablokoval , abych nemohla reagovat na jeho lži	[0, 0, 0]	NOT
7008	<sen_neu> hello litecoin department sir i want to know aboute the schemes of litecoin for investment	Zdravím litecoin oddělení pane chci vědět o projektech litecoin pro investice	[0, 0, 0]	NOT
3091	<sen_neg> Fuck you and your cluelessbot you filthy roody-poo.	Jdi do prdele s tím tvým bezradným robotem , ty špinavý roody - poo .	[0, 1, 1]	ERR
7011	<sen_neg> she'd only be in her 40s or so if she was born in the 70s! Y'all are waaaaay off!!!	Kdyby se narodila v 70 . letech , byla by v 40 . letech nebo tak !	[0, 0, 0]	NOT
8752	<sen_neu> Extend PC time for... == List of Invader Zim episodes and Batman: Arkham Knight? ==	== Seznam dílů Invader Zim a Batman : Arkham Knight ? ==	[0, 0, 0]	NOT
7424	<sen_neg> Millwall FC haven't been based in Millwall for quite some time.	Millwall FC není v Millwallu založen už nějakou dobu .	[1, 0, 0]	ERR
1299	<sen_pos> LOL== The whole massacre in my opinion was fucking funny. VTECH JUST KICKED IN YO. ==	Celá ta masakra byla podle mého názoru kurva vtipná .	[1, 3, 1]	ERR
723	<sen_neg> so i have had to go by what their policies are and have added social democracy and democratic socialism based on my judgement of their policies	tak jsem musel jít podle toho , co jejich politiky jsou a přidali sociální demokracii a demokratický socialismus na základě mého úsudku o jejich politiky	[0, 0, 0]	NOT
3612	<sen_neg> This thing about Mary is utter bullshit. Everyone knows Jesus is a goat.	Tahle věc o Mary je úplná sračka , každý ví , že Ježíš je koza .	[1, 0, 0]	ERR
295	<sen_pos> And in the time it took me to type that, you've dealt with it. Cheers. ,	A v době , kdy jsem to potřeboval napsat , jste se s tím vypořádal .	[0, 0, 0]	NOT
9936	<sen_neu> Yes you can include a picture of a basketball player you took. You can do this because it is your own work.	Ano , můžete zahrnout obrázek basketbalového hráče , který jste si vzali . Můžete to udělat , protože je to vaše vlastní práce .	[0, 0, 0]	NOT
1143	<sen_neg> test2 Please do not add nonsense to Wikipedia. It is considered vandalism. If you would like to experiment, use the sandbox. Thank you.	test2 Prosím , nepřidejte nonsense do Wikipedie . Je to považováno za vandalismus . Chcete - li experimentovat , použijte písečnou skříňku . Děkujeme .	[1, 1, 1]	ERR
5010	<sen_neu> Ok done, i wonder if it was worth all that trouble filling in the list, just to report one of his usernames! cheers	Dobře , jsem zvědavý , jestli to stálo za všechny ty potíže vyplnění seznamu , jen nahlásit jeden z jeho uživatelských jmen ! cheers	[0, 0, 0]	NOT
5272	<sen_neg> Um... that wasn't me, Jonathan, i was at church at that time, and that ain't my IP address... why accuse me?	To jsem nebyl já , Jonathane , byl jsem v té době v kostele , a to není moje IP adresa . . . proč mě obviňovat ?	[0, 0, 0]	NOT
6132	<sen_neu> I've proposed a merger, since the articles are about the same person. I'm not sure which spelling is correct, though.	Navrhl jsem sloučení , protože články jsou o téže osobě . Nejsem si jistý , která z nich je správná .	[0, 0, 0]	NOT
5244	<sen_neg> Saying white privilege exists everywhere is tantamount to saying all white people are racist.	Říkat , že bílé privilegia existují všude , znamená říkat , že všichni bílí lidé jsou rasisti .	[1, 0, 0]	ERR
3849	<sen_neg> I said one week=== I said I would move it in a week, I will move it soon, unless someone else wants to. Sorry for delay all. =	Řekl jsem jeden týden=== Řekl jsem , že ho přestěhuji za týden , že ho přestěhuji brzy , pokud to nechce někdo jiný .	[0, 0, 0]	NOT
2534	<sen_neu> Nazi. You can delete my talk page, but i do it to you and im banned. Fucking fascist.	Můžeš mi vymazat stránku , ale já ti to udělám a budu zakázán .	[3, 1, 1]	ERR
2097	<sen_neg> you bunch of asshats pushing your agenda instead of being neutrel.	Vy banda blbů , co prosazují vaši agendu místo toho , abyste byli neutrel .	[0, 0, 1]	ERR
8572	<sen_neg> I thought Windows Boot Manager was just a glorified name for NTLDR, sort of how Windows Mail is just a glorified name for Outlook Express.	Myslel jsem , že Windows Boot Manager byl jen slavnostní název pro NTLDR , něco jako Windows Mail je jen slavnostní název pro Outlook Express .	[0, 0, 0]	NOT
3176	<sen_neg> and your a fucking fat wanker with no life. sits all day on the pc festering in his own shit. get a life you fat waster.	A tvůj zasranej tlustý hajzl bez života . Sedí celý den na počítači a šílí se ve svých vlastních sračkách . Získejte život , ty tlustý hajzle .	[1, 0, 0]	ERR
6212	<sen_neg> There should not be comments about the conspiracy theories on this article. ( ).	Nemělo by být komentáře o teorii spiknutí na tento článek . ( ) .	[0, 0, 0]	NOT
2240	<sen_pos> I see there are a ton of Richard Owen papers, gotta catch them all!.	Vidím , že je tu spousta papírů Richarda Owena , musíme je všechny chytit !	[0, 0, 0]	NOT
2785	<sen_neg> Arrghh...im sick of these stupid blocks i.p blocks!	Arrghh . . . už mám dost těch blbejch bloků I . p bloků !	[0, 0, 0]	NOT
6702	<sen_neg> hi thanks please help me not reason is delete!!! i am so sad so thank uuuuuuuuu	Ahoj díky prosím pomozte mi ne důvod je smazat ! ! ! Jsem tak smutný , takže děkuji uuuuuuuuu	[0, 0, 1]	ERR
3730	<sen_neg> Weasel words aren't sources. The article doesn't cite any.	Ta slova nejsou zdroje , žádná z nich není citována .	[0, 0, 0]	NOT
1852	<sen_neu> FUCK YOU NEIIN! ACCEPT IT! IT DOESN'T CARE IF IT'S POINTLESS OR COMATOSE!	Vezměte si to ! Nezáleží na tom , jestli je to kousky nebo komise !	[3, 1, 1]	ERR
6712	<sen_neu> really am interested in know why this other admin blocked me when I had no edits in between the time of the unblock and his block. I	opravdu mám zájem vědět , proč tento další správce blokoval mě , když jsem neměl žádné úpravy mezi časem odblokování a jeho blok . Já	[0, 0, 0]	NOT
7792	<sen_neu> Yes I do, I am trying to find it. Its on Flight International and I am going through their archives.	Ano , snažím se ho najít . Je na letišti International a procházím jejich archivy .	[0, 0, 0]	NOT
1645	<sen_neg> and of course you can DELETE this little conversation between us from your personal Talk page if you want..	a samozřejmě můžete tuto malou konverzaci mezi námi Opustit z vaší osobní stránky pro rozhovor , pokud chcete . .	[0, 0, 1]	ERR
9223	<sen_neu> Sourcing is to have information focus cite what is said on article, I have succeed at this point. That's what my changes show.	Sourcing je mít informační zaměření citovat to , co se říká na článku , jsem v této chvíli úspěšný . To je to , co moje změny ukazují .	[0, 0, 0]	NOT
5156	<sen_neu> I give u proof that dhoni is a rajput chk it [URL]	Dávám vám důkaz , že dhoni je Rajput chk to [ URL ]	[0, 0, 2]	NOT
7695	<sen_neu> Article was started in American English, it should still be that way. Thanks for starting to change it back random ip guy! ~~ipuser	Článek byl zahájen v americkém angličtině , to by mělo být stále tak . Díky za začátek měnit ji zpět náhodný Ip chlápek ! ~~ipuser	[0, 0, 0]	NOT
8123	<sen_neg> In 3 days I'll just revert your vandalism, there's nothing you can do.	Za 3 dny ti prostě vrátím vandalismus , nic nemůžeš udělat .	[0, 0, 0]	NOT
7233	<sen_pos> Yeah having 81 names in a random order helps people looking for specific names a lot...	Jo , mít 81 jmen v náhodném pořadí hodně pomáhá lidem hledat konkrétní jména . . .	[0, 0, 0]	NOT
3013	<sen_neg> Right. So where's the block for the people who falsely accused me of vandalism?	Takže kde je blok pro lidi , kteří mě falešně obvinili z vandalismu ?	[0, 0, 1]	ERR
5960	<sen_pos> i agree so much, thankyou for bringing this subject up.	Souhlasím s vámi , díky , že jste to téma zmínil .	[0, 0, 0]	NOT
2621	<sen_neg> o feel sorry for you, fuck off you american bastard	Omlouvám se za tebe , vysrat si toho amerického bastarda .	[0, 1, 1]	ERR
2055	<sen_neg> Oh, but I see you've been blocked for other shit. That's a lot of shit.	Ale vidím , že tě zablokovali kvůli jiným sračkám , to je hodně sraček .	[0, 0, 0]	NOT
4125	<sen_neg> the redsox also happen to be the worst team in the history of baseball.	Redsox je také nejhorší tým v historii baseballu .	[0, 0, 0]	NOT
5597	<sen_pos> I wrote this page and am happy for it to be merged/deleted in the interests of excluding redundant information. Cheers!	Napsal jsem tuto stránku a jsem rád , že bude sloučena / odstraněna v zájmu vyloučení zbytkových informací . Cheers !	[0, 0, 0]	NOT
296	<sen_neu> NoticeThreads older than five days are archived by .}} {{	UpozorněníTřídy starší než pět dnů jsou archivovány . } }	[1, 0, 1]	ERR
607	<sen_neu> I updated the name of Murray to Fancher Murray (the engineers first name)	Aktualizoval jsem jméno Murraya na Fanchera Murraya ( první jméno inženýrů )	[0, 0, 0]	NOT
6156	<sen_neg> I won't continue this, which is really getting sideshowy.	Nebudu pokračovat v tomhle , co se opravdu stává vedlejším .	[0, 0, 1]	ERR
5966	<sen_neg> and also judging & editing caste articles unjustifiably with personal reasons	a také soudit a upravovat kastní články neodůvodněně s osobními důvody	[0, 0, 0]	NOT
5661	<sen_neg> It is not spamming, idjit, eh? You cannot ban the truth- you have tried and failed so many times.	To není spam , idjit , eh ? Nemůžeš zakázat pravdu - tolikkrát jsi se snažil a selhal .	[0, 0, 0]	NOT
3903	<sen_neu> I'm just going to keep creating accounts on different IPs	Jen budu pořád vytvářet účty na různých IP .	[0, 0, 0]	NOT
6076	<sen_neg> Bogdan reserves the right to privacy and he wishes that the information about internet communities should not be displayed.	Bogdan si vyhrazuje právo na soukromí a přeje si , aby informace o internetových komunitách nebyly zobrazeny .	[0, 0, 0]	NOT
1914	<sen_neg> Im not sure what broke, but until its fixed ill stop running it. (unless Im manually watching it and checking its edits)	Nejsem si jistý , co se zlomilo , ale dokud jeho fix špatné přestanou běžet . ( pokud jsem ručně sledovat a ověřovat jeho úpravy )	[3, 0, 0]	NOT
7114	<sen_neg> To be more clear: I suspect 'we' are being 'asked' to look for....something.	"Abych to řekla jasněji : domnívám se , že nás "" prosí "" , abychom něco hledali ."	[0, 0, 0]	NOT
7122	<sen_neg> be and you being from nicaragua know that and that your country is the 2nd poorest country in the hemisphere and most corrupt write that in there	být a vy jste z Nikaraguy víte , že a že vaše země je 2 . nejchudší země na polokouli a nejvíce korupce napsat , že tam	[0, 0, 0]	NOT
5990	<sen_neg> Why not? Just because it's disgusting doesn't mean that there shouldn't be a photo of it.	Jen proto , že je to nechutné , neznamená , že by o tom neměla být fotka .	[0, 0, 0]	NOT
7886	<sen_neg> Please undo your second reversion of my removal of that taxobox.	Prosím , zrušte druhou verzi mé odstranění této taxoboxy .	[0, 0, 0]	NOT
5377	<sen_neg> Reverted your very strange edit. Please use Wikipedia:Sandbox next time. -	Obrátil váš velmi zvláštní editaci . Prosím , použijte Wikipedia : Sandbox příště . -	[0, 0, 0]	NOT
4703	<sen_neg> what? you are going to change the policy of Wikipedia because of me? You think you are really going to defeat me? You look so ugly , Smalljim.	Myslíš , že mě opravdu porazíš ? Vypadáš tak ošklivě , Smalljime .	[1, 1, 0]	ERR
5765	<sen_pos> and revert all my damned edits that I worked hard on	a vrátit všechny moje zatracené úpravy , na kterých jsem tvrdě pracoval	[0, 0, 0]	NOT
9841	<sen_neu> But surely what a band calls themselves as is a description of what type of music they play Jay316	Ale určitě to , jak se kapela nazývá , je popis toho , jaký druh hudby hrají Jay316	[0, 0, 0]	NOT
4285	<sen_neg> I did some original research and called someone. They think he got on the board in the mid 1990's.	Udělala jsem původní výzkum a zavolala někoho , kdo si myslí , že se dostal do rady v polovině 90 . let .	[0, 0, 0]	NOT
3933	<sen_neu> STOP removing referenced Material, Stop Vandalizing the new jersey hardcore Page. Thanks.	STOP odstranění odkazovaných materiálů , Stop Vandalizing nové dresy hardcore stránky . Díky .	[0, 1, 1]	ERR
8699	<sen_neg> Furthermore, please answer my question about freedom of speech...	Dále prosím odpovězte na mou otázku o svobodě projevu . . .	[0, 0, 0]	NOT
1078	<sen_pos> Hope this helps in bringing the article forward and gaining a successful good article status on future renomination.	Doufám , že to pomůže při prosazování článku a získání úspěšného dobrého statusu článku na budoucí opětovné jmenování .	[0, 0, 0]	NOT
2154	<sen_neg> OK, it's a Greek version of an Italian name. But it's not the current Greek name of the island.	Dobře , je to řecká verze italského jména , ale není to stávající řecké jméno ostrova .	[0, 0, 0]	NOT
8984	<sen_neu> answered them many times! but they didnt answer me, they just doing their vandalism and changing the correct	odpověděl jim mnohokrát ! ale oni mi neodpověděli , jen dělají svůj vandalismus a mění správné	[0, 0, 0]	NOT
390	<sen_neg> To amplify my comment in edit, I think this town was destroyed by the construction of the canal. It is mentioned as a district of Panama City	Chcete - li zvětšit můj komentář v editaci , myslím , že toto město bylo zničeno výstavbou kanálu . Je zmíněno jako okres Panama City	[0, 0, 0]	NOT
3742	<sen_neg> My Grandfather once told me he stopped here and used the toilet.	Můj dědeček mi jednou řekl , že se tady zastavil a použil toaletu .	[0, 0, 0]	NOT
2862	<sen_neg> I already took the barnstar down and told him so.	Už jsem ho vzala dolů a řekla jsem mu to .	[1, 1, 1]	ERR
5444	<sen_neu> the sake of the milestone. But sure, I'll copyedit	kvůli milníku . Ale jistě , budu kopírovat	[0, 0, 0]	NOT
368	<sen_neg> About citizenship Pietro Antonio Solari was neither swiss nor italian. In 1445 today's Tyssen was ruled by the Duke of Milan.	O občanství Pietro Antonio Solari nebyl ani švýcarský ani italský . V roce 1445 byl dnešní Tyssen vládl vévoda z Milána .	[0, 3, 0]	NOT
2044	<sen_neg> I don't understand the directions for making a redirect. If someone can please fix this, I would appreciate it.	Nechápu směry pro přesměrování . Pokud by to někdo mohl opravit , byl bych vděčný .	[0, 1, 0]	ERR
7622	<sen_neg> He was never in the military, although his civilian rank would be equivalent to that of a Colonel or higher.	Nikdy nebyl v armádě , i když jeho civilní hodnost by byla rovnocenná hodnosti plukovníka nebo vyšší .	[0, 0, 0]	NOT
8464	<sen_neu> REDIRECT Talk:Bio Senshi Dan: Increaser to no Tatakai	REDIRECT Talk : Bio Senshi Dan : Zvýšení na no Tatakai	[2, 0, 0]	NOT
5583	<sen_neu> Yes, it must be. I didn't know you were anti-Semitic. I definately didn't know you hated blacks. Strange.	Nevěděl jsem , že jsi antisemitka , rozhodně jsem nevěděl , že nenávidíš černochy .	[0, 0, 0]	NOT
1960	<sen_neu> The links now seem to work on another computer. Axel	Zdá se , že odkazy nyní pracují na jiném počítači . Axel	[0, 0, 0]	NOT
6938	<sen_pos> i have made edits to the page. would you kindly review again? thank you.	Udělala jsem úpravy na stránce . Mohl byste laskavě znovu přezkoumat ? děkuji .	[0, 0, 0]	NOT
3413	<sen_neu> I don't actually know but I say 3 Pikachu or lots of Pikachus. Definate number of Pika~ = Pikachu, indefinate number = Pikachus.	Vlastně nevím , ale říkám 3 Pikachu nebo hodně Pikachus . Definovat číslo Pika~ = Pikachu , nedefinovat číslo = Pikachus .	[0, 0, 3]	NOT
7350	<sen_pos> Rumors say No Mercy is returning for the Wii with updated rosters. that would be awesome	Říká se , že No Mercy se vrací pro Wii s aktualizovanými seznamy . To by bylo úžasné	[0, 0, 0]	NOT
6102	<sen_neg> for evidence. Please make sure you make yourself familiar with notes for the suspect before editing the evidence page.	Pro důkazy . Ujistěte se , že si seznámíte s poznámkami pro podezřelého před úpravou stránky s důkazy .	[0, 0, 0]	NOT
6738	<sen_neg> Why do you keep reverting my factual edits to the Alex Linder article, Nazi?	Proč mě pořád přetahujete na článek Alexe Lindera , nacistu ?	[1, 1, 1]	ERR
3466	<sen_neu> Buy Albuterol Online No Prescription Needed No costly doctor fee's, buy albuterol online and save major dollars,why wait buy albuterol now. [URL]	Koupit albuterol on - line Žádný předpis Není nutné Žádné drahé lékařské poplatky , koupit albuterol on - line a ušetřit velké dolary , proč čekat koupit albuterol nyní . [ URL ]	[0, 0, 0]	NOT
2252	<sen_neg> She posed in Black Tail magazine in 1996, but she never made a porn video.	V roce 1996 pozovala v časopise Black Tail , ale nikdy nedělala porno .	[0, 0, 0]	NOT
6886	<sen_pos> eyes]]. You are a terrific asset to the project Nvv.	Oči ] ] . Jste skvělým přínosem projektu Nvv .	[0, 0, 0]	NOT
3378	<sen_neg> Epoynme shows me there are worse users on here than you. That guy is a really racist and really dumb fuck.	Epoynme mi ukázal , že tady jsou horší uživatelé než ty .	[1, 1, 1]	ERR
5823	<sen_neg> You Suck == Headline text == Stop editing my edits. You are a piece of crap and don't know how to use a computer. You fuck.	Jsi blbej a nevíš , jak používat počítač .	[1, 1, 0]	ERR
4055	<sen_neu> The US Census Bureau maintains a database of special districts.	Účetní dvůr USA spravuje databázi zvláštních okresů .	[1, 0, 1]	ERR
4887	<sen_neu> FYI You should check out Vivian Balakrishnan's page. It has been rephrased and defaced by as we speak.	FYI Měli byste zkontrolovat stránku Vivian Balakrishnan . Byla přeformulována a defaced tím , jak mluvíme .	[0, 1, 0]	ERR
522	<sen_neu> Awards and prizesclass=listimportance=low}} {{WikiProject	Ocenění a cenyclass=listimportance=low } } { { WikiProject	[0, 0, 0]	NOT
222	<sen_pos> Second, fourth, and BEST!!!! Respect the Nightowl!!!!	Druhá , čtvrtá a BEST ! ! ! ! Respektovat Noční sovu ! ! ! !	[1, 2, 1]	ERR
